title	authors	journal	year	pmid	pmcid	doi
Possible non-linear relation between prostate specific antigen and vitamin D: a machine learning study based on cross-section data.	Shi J, Yin C, Wu J.	Journal of Cancer	2024	38817878	PMC11134423	10.7150/jca.96052
CXCL1: A new diagnostic biomarker for human tuberculosis discovered using Diversity Outbred mice.	Koyuncu D, Niazi MKK, Tavolara T, Abeijon C, Ginese ML, Liao Y, Mark C, Specht A, Gower AC, Restrepo BI, Gatti DM, Kramnik I, Gurcan M, Yener B, Beamer G.	PLoS pathogens	2021	34403447	PMC8423361	10.1371/journal.ppat.1009773
Incorporating metadata in HIV transmission network reconstruction: A machine learning feasibility assessment.	Mazrouee S, Little SJ, Wertheim JO.	PLoS computational biology	2021	34550966	PMC8457453	10.1371/journal.pcbi.1009336
The best predictive model for hepatocellular carcinoma in patients with chronic hepatitis B infection.	Yu JH, Cho SG, Jin YJ, Lee JW.	Clinical and molecular hepatology	2022	34823308	PMC9293610	10.3350/cmh.2021.0281
Natural Language Processing to identify pneumonia from radiology reports.	Dublin S, Baldwin E, Walker RL, Christensen LM, Haug PJ, Jackson ML, Nelson JC, Ferraro J, Carrell D, Chapman WW.	Pharmacoepidemiology and drug safety	2013	23554109	PMC3811072	10.1002/pds.3418
Machine-Learning Single-Stranded DNA Nanoparticles for Bacterial Analysis.	Nandu N, Smith CW, Uyar TB, Chen YS, Kachwala MJ, He M, Yigit MV.	ACS applied nano materials	2020	34095773	PMC8174836	10.1021/acsanm.0c03001
Voice analysis and deep learning for detecting mental disorders in pregnant women: a cross-sectional study.	Ooba H, Maki J, Masuyama H.	Discover mental health	2025	39920468	PMC11806126	10.1007/s44192-025-00138-0
MLb-LDLr: A Machine Learning Model for Predicting the Pathogenicity of <i>LDLr</i> Missense Variants.	Larrea-Sebal A, Benito-Vicente A, Fernandez-Higuero JA, Jebari-Benslaiman S, Galicia-Garcia U, Uribe KB, Cenarro A, Ostolaza H, Civeira F, Arrasate S, González-Díaz H, Martín C.	JACC. Basic to translational science	2021	34869944	PMC8617597	10.1016/j.jacbts.2021.08.009
The utility of wearable electroencephalography combined with behavioral measures to establish a practical multi-domain model for facilitating the diagnosis of young children with attention-deficit/hyperactivity disorder.	Chen IC, Chang CL, Chang MH, Ko LW.	Journal of neurodevelopmental disorders	2024	39528958	PMC11552361	10.1186/s11689-024-09578-1
Detecting Adverse Drug Reactions on Twitter with Convolutional Neural Networks and Word Embedding Features.	Masino AJ, Forsyth D, Fiks AG.	Journal of healthcare informatics research	2018	35415401	PMC8982795	10.1007/s41666-018-0018-9
m5U-SVM: identification of RNA 5-methyluridine modification sites based on multi-view features of physicochemical features and distributed representation.	Ao C, Ye X, Sakurai T, Zou Q, Yu L.	BMC biology	2023	37095510	PMC10127088	10.1186/s12915-023-01596-0
Machine learning based approaches for detecting COVID-19 using clinical text data.	Khanday AMUD, Rabani ST, Khan QR, Rouf N, Mohi Ud Din M.	International journal of information technology : an official journal of Bharati Vidyapeeth's Institute of Computer Applications and Management	2020	32838125	PMC7325639	10.1007/s41870-020-00495-9
Screening of normal endoscopic large bowel biopsies with interpretable graph learning: a retrospective study.	Graham S, Minhas F, Bilal M, Ali M, Tsang YW, Eastwood M, Wahab N, Jahanifar M, Hero E, Dodd K, Sahota H, Wu S, Lu W, Azam A, Benes K, Nimir M, Hewitt K, Bhalerao A, Robinson A, Eldaly H, Raza SEA, Gopalakrishnan K, Snead D, Rajpoot N.	Gut	2023	37173125	PMC10423541	10.1136/gutjnl-2023-329512
Machine Learning-Based Classification of Parkinson's Disease Patients Using Speech Biomarkers.	Hossain MA, Amenta F.	Journal of Parkinson's disease	2024	38160364	PMC10836572	10.3233/jpd-230002
A Novel Prediction Method for Glaucoma Detection Using Retinographies.	Ortiz BL, McMahon L, Ho P, Chong JW.	Colombian Caribbean Conference : (C3), IEEE	2023	39464532	PMC11504323	10.1109/c358072.2023.10436242
Machine Learning For Tuning, Selection, And Ensemble Of Multiple Risk Scores For Predicting Type 2 Diabetes.	Liu Y, Ye S, Xiao X, Sun C, Wang G, Wang G, Zhang B.	Risk management and healthcare policy	2019	31807099	PMC6842709	10.2147/rmhp.s225762
Performance of deep learning restoration methods for the extraction of particle dynamics in noisy microscopy image sequences.	Kefer P, Iqbal F, Locatelli M, Lawrimore J, Zhang M, Bloom K, Bonin K, Vidi PA, Liu J.	Molecular biology of the cell	2021	33502895	PMC8108534	10.1091/mbc.e20-11-0689
Combination of four clinical indicators predicts the severe/critical symptom of patients infected COVID-19.	Sun L, Song F, Shi N, Liu F, Li S, Li P, Zhang W, Jiang X, Zhang Y, Sun L, Chen X, Shi Y.	Journal of clinical virology : the official publication of the Pan American Society for Clinical Virology	2020	32442756	PMC7219384	10.1016/j.jcv.2020.104431
Deep Learning to Optimize Magnetic Resonance Imaging Prediction of Motor Outcomes After Hypoxic-Ischemic Encephalopathy.	Vesoulis ZA, Trivedi SB, Morris HF, McKinstry RC, Li Y, Mathur AM, Wu YW.	Pediatric neurology	2023	37774643	PMC10842950	10.1016/j.pediatrneurol.2023.09.001
Predicting gene expression divergence between single-copy orthologs in two species.	Piya AA, DeGiorgio M, Assis R.	Genome biology and evolution	2023	37170892	PMC10220509	10.1093/gbe/evad078
Identification of sleep phenotypes in COPD using machine learning-based cluster analysis.	Razjouyan J, Hanania NA, Nowakowski S, Agrawal R, Sharafkhaneh A.	Respiratory medicine	2024	38710399	PMC11218872	10.1016/j.rmed.2024.107641
Machine learning and comorbidity network analysis for hospitalized patients with COVID-19 in a city in Southern Brazil.	Passarelli-Araujo H, Passarelli-Araujo H, Urbano MR, Pescim RR.	Smart health (Amsterdam, Netherlands)	2022	36159078	PMC9485420	10.1016/j.smhl.2022.100323
Artificial neural networks for prediction of COVID-19 in India by using backpropagation.	Manohar B, Das R.	Expert systems	2022	36245831	PMC9539078	10.1111/exsy.13105
Autophagic signaling promotes systems-wide remodeling in skeletal muscle upon oncometabolic stress by D2-HG.	Gao Y, Kim K, Vitrac H, Salazar RL, Gould BD, Soedkamp D, Spivia W, Raedschelders K, Dinh AQ, Guzman AG, Tan L, Azinas S, Taylor DJR, Schiffer W, McNavish D, Burks HB, Gottlieb RA, Lorenzi PL, Hanson BM, Van Eyk JE, Taegtmeyer H, Karlstaedt A.	Molecular metabolism	2024	38908793	PMC11278897	10.1016/j.molmet.2024.101969
Extensive peritumoral edema and brain-to-tumor interface MRI features enable prediction of brain invasion in meningioma: development and validation.	Joo L, Park JE, Park SY, Nam SJ, Kim YH, Kim JH, Kim HS.	Neuro-oncology	2021	32789495	PMC8631067	10.1093/neuonc/noaa190
Predictive Models Based on Support Vector Machines: Whole-Brain versus Regional Analysis of Structural MRI in the Alzheimer's Disease.	Retico A, Bosco P, Cerello P, Fiorina E, Chincarini A, Fantacci ME.	Journal of neuroimaging : official journal of the American Society of Neuroimaging	2015	25291354	PMC4388756	10.1111/jon.12163
Assessment of tumour viability in human lung cancer xenografts with texture-based image analysis.	Turkki R, Linder N, Holopainen T, Wang Y, Grote A, Lundin M, Alitalo K, Lundin J.	Journal of clinical pathology	2015	26021331	PMC4518739	10.1136/jclinpath-2015-202888
IL-6-Inducing Peptide Prediction Based on 3D Structure and Graph Neural Network.	Cao R, Li Q, Wei P, Ding Y, Bin Y, Zheng C.	Biomolecules	2025	39858493	PMC11764147	10.3390/biom15010099
Predicting the bioactivity of 2-alkoxycarbonylallyl esters as potential antiproliferative agents against pancreatic cancer (MiaPaCa-2) cell lines: GFA-based QSAR and ELM-based models with molecular docking.	Oyeneyin OE, Obadawo BS, Olanrewaju AA, Owolabi TO, Gbadamosi FA, Ipinloju N, Modamori HO.	Journal, genetic engineering & biotechnology	2021	33689046	PMC7947105	10.1186/s43141-021-00133-2
A Novel LSSVM Based Algorithm to Increase Accuracy of Bacterial Growth Modeling.	Borujeni MS, Ghaderi-Zefrehei M, Ghanegolmohammadi F, Ansari-Mahyari S.	Iranian journal of biotechnology	2018	30805384	PMC6371636	10.21859/ijb.1542
Machine-learning based identification of undiagnosed dementia in primary care: a feasibility study.	Jammeh EA, Carroll CB, Pearson SW, Escudero J, Anastasiou A, Zhao P, Chenore T, Zajicek J, Ifeachor E.	BJGP open	2018	30564722	PMC6184101	10.3399/bjgpopen18x101589
MS2Lipid: A Lipid Subclass Prediction Program Using Machine Learning and Curated Tandem Mass Spectral Data.	Sakamoto N, Oka T, Matsuzawa Y, Nishida K, Jayaprakash J, Hori A, Arita M, Tsugawa H.	Metabolites	2024	39590838	PMC11596251	10.3390/metabo14110602
An ECG-Based Model for Left Ventricular Hypertrophy Detection: A Machine Learning Approach.	Taconne M, Corino VDA, Mainardi L.	IEEE open journal of engineering in medicine and biology	2025	39698126	PMC11655100	10.1109/ojemb.2024.3509379
Cardiovascular Risk Factors as Independent Predictors of Diabetic Retinopathy in Type II Diabetes Mellitus: The Development of a Predictive Model.	Roşu CD, Bratu ML, Stoicescu ER, Iacob R, Hațegan OA, Ghenciu LA, Bolintineanu SL.	Medicina (Kaunas, Lithuania)	2024	39459404	PMC11509873	10.3390/medicina60101617
A deep learning platform to assess drug proarrhythmia risk.	Serrano R, Feyen DAM, Bruyneel AAN, Hnatiuk AP, Vu MM, Amatya PL, Perea-Gil I, Prado M, Seeger T, Wu JC, Karakikes I, Mercola M.	Cell stem cell	2023	36563695	PMC9924077	10.1016/j.stem.2022.12.002
A Mixed Quantum Chemistry/Machine Learning Approach for the Fast and Accurate Prediction of Biochemical Redox Potentials and Its Large-Scale Application to 315 000 Redox Reactions.	Jinich A, Sanchez-Lengeling B, Ren H, Harman R, Aspuru-Guzik A.	ACS central science	2019	31404220	PMC6661861	10.1021/acscentsci.9b00297
Establishment of prognostic models of adrenocortical carcinoma using machine learning and big data.	Tang J, Fang Y, Xu Z.	Frontiers in surgery	2022	36684185	PMC9857757	10.3389/fsurg.2022.966307
PhenoMATRIX™ for the screening of Group B Streptococcus (GBS) carriage in pregnant women: ready to get rid of the LIM broth?	Cherkaoui A, Renzi G, Schrenzel J.	European journal of clinical microbiology & infectious diseases : official publication of the European Society of Clinical Microbiology	2025	39520619	PMC11739212	10.1007/s10096-024-04985-7
Deep learning model-assisted detection of kidney stones on computed tomography.	Caglayan A, Horsanali MO, Kocadurdu K, Ismailoglu E, Guneyli S.	International braz j urol : official journal of the Brazilian Society of Urology	2022	35838509	PMC9388181	10.1590/s1677-5538.ibju.2022.0132
A paradigm for high-throughput screening of cell-selective surfaces coupling orthogonal gradients and machine learning-based cell recognition.	Hao H, Xue Y, Wu Y, Wang C, Chen Y, Wang X, Zhang P, Ji J.	Bioactive materials	2023	37214260	PMC10192934	10.1016/j.bioactmat.2023.04.022
Establishment and validation of a prediction model for compassion fatigue in nursing students.	Zhang H, Dator WL.	BMC nursing	2025	39972360	PMC11841140	10.1186/s12912-025-02834-2
EnzyKR: a chirality-aware deep learning model for predicting the outcomes of the hydrolase-catalyzed kinetic resolution.	Ran X, Jiang Y, Shao Q, Yang ZJ.	Chemical science	2023	37969577	PMC10631226	10.1039/d3sc02752j
Image analysis-based identification of high risk ER-positive, HER2-negative breast cancers.	Lee DN, Li Y, Olsson LT, Hamilton AM, Calhoun BC, Hoadley KA, Marron JS, Troester MA.	Breast cancer research : BCR	2024	39633505	PMC11616316	10.1186/s13058-024-01915-5
[Detection model of atrial fibrillation based on multi-branch and multi-scale convolutional networks].	Zhao S, Liu M, Liu M, Yang X, Xiong P, Zhang J.	Sheng wu yi xue gong cheng xue za zhi = Journal of biomedical engineering = Shengwu yixue gongchengxue zazhi	2024	39218595	PMC11366475	10.7507/1001-5515.202303014
Machine Learning Models for ASCVD Risk Prediction in an Asian Population - How to Validate the Model is Important.	Hsiao YC, Kuo CY, Lin FJ, Wu YW, Lin TH, Yeh HI, Chen JW, Wu CC.	Acta Cardiologica Sinica	2023	38022427	PMC10646597	10.6515/acs.202311_39(6).20230528a
Machine Learning Quantitative Analysis of FDG PET Images of Medial Temporal Lobe Epilepsy Patients.	Shih YC, Lee TH, Yu HY, Chou CC, Lee CC, Lin PT, Peng SJ.	Clinical nuclear medicine	2022	35085166	PMC8884180	10.1097/rlu.0000000000004072
E-DiCoNet: Extreme learning machine based classifier for diagnosis of COVID-19 using deep convolutional network.	Murugan R, Goel T.	Journal of ambient intelligence and humanized computing	2021	33425051	PMC7778490	10.1007/s12652-020-02688-3
Machine learning-assisted ensemble analysis for the prediction of urinary tract infection in elderly patients with ovarian cancer after cytoreductive surgery.	Ai J, Hu Y, Zhou FF, Liao YX, Yang T.	World journal of clinical oncology	2022	36618079	PMC9813835	10.5306/wjco.v13.i12.967
Prediction of long-term survival after gastrectomy using random survival forests.	Rahman SA, Maynard N, Trudgill N, Crosby T, Park M, Wahedally H, Underwood TJ, Cromwell DA, NOGCA Project Team and AUGIS.	The British journal of surgery	2021	34297818	PMC10364915	10.1093/bjs/znab237
Machine Learning Approach for Predicting Past Environmental Exposures From Molecular Profiling of Post-Exposure Human Serum Samples.	Khan A, Thatcher TH, Woeller CF, Sime PJ, Phipps RP, Hopke PK, Utell MJ, Krahl PL, Mallon TM, Thakar J.	Journal of occupational and environmental medicine	2019	31800451	PMC6897314	10.1097/jom.0000000000001692
Leveraging Network Target Theory for Efficient Prediction of Drug-Disease Interactions: A Transfer Learning Approach.	Liu Q, Chen Z, Wang B, Pan B, Zhang Z, Shen M, Zhao W, Zhang T, Li S, Liu L.	Advanced science (Weinheim, Baden-Wurttemberg, Germany)	2025	39874191	PMC11923905	10.1002/advs.202409130
External validation of risk prediction platforms for pancreatic fistula after pancreatoduodenectomy using nomograms and artificial intelligence.	Yoon SJ, Kwon W, Lee OJ, Jung JH, Shin YC, Lim CS, Kim H, Jang JY, Shin SH, Heo JS, Han IW.	Annals of surgical treatment and research	2022	35317357	PMC8914522	10.4174/astr.2022.102.3.147
Classification and mutation prediction from non-small cell lung cancer histopathology images using deep learning.	Coudray N, Ocampo PS, Sakellaropoulos T, Narula N, Snuderl M, Fenyö D, Moreira AL, Razavian N, Tsirigos A.	Nature medicine	2018	30224757	PMC9847512	10.1038/s41591-018-0177-5
A radiomics-based interpretable machine learning model to predict the HER2 status in bladder cancer: a multicenter study.	Wei Z, Bai X, Xv Y, Chen SH, Yin S, Li Y, Lv F, Xiao M, Xie Y.	Insights into imaging	2024	39466475	PMC11519251	10.1186/s13244-024-01840-3
Automation assisted anaerobic phenotyping for metabolic engineering.	Raj K, Venayak N, Diep P, Golla SA, Yakunin AF, Mahadevan R.	Microbial cell factories	2021	34556155	PMC8461876	10.1186/s12934-021-01675-3
Protein crystallization analysis on the World Community Grid.	Cumbaa CA, Jurisica I.	Journal of structural and functional genomics	2010	20072819	PMC2857471	10.1007/s10969-009-9076-9
Image Segmentation of Operative Neuroanatomy Into Tissue Categories Using a Machine Learning Construct and Its Role in Neurosurgical Training.	Witten AJ, Patel N, Cohen-Gadol A.	Operative neurosurgery (Hagerstown, Md.)	2022	36103318	PMC10637405	10.1227/ons.0000000000000322
Machine learning optimized polygenic scores for blood cell traits identify sex-specific trajectories and genetic correlations with disease.	Xu Y, Vuckovic D, Ritchie SC, Akbari P, Jiang T, Grealey J, Butterworth AS, Ouwehand WH, Roberts DJ, Di Angelantonio E, Danesh J, Soranzo N, Inouye M.	Cell genomics	2022	35072137	PMC8758502	10.1016/j.xgen.2021.100086
An intelligence design for detection and classification of COVID19 using fusion of classical and convolutional neural network and improved microscopic features selection approach.	Amin J, Anjum MA, Sharif M, Saba T, Tariq U.	Microscopy research and technique	2021	33964096	PMC8237066	10.1002/jemt.23779
Prediction of short-term atrial fibrillation risk using primary care electronic health records.	Nadarajah R, Wu J, Hogg D, Raveendra K, Nakao YM, Nakao K, Arbel R, Haim M, Zahger D, Parry J, Bates C, Cowan C, Gale CP.	Heart (British Cardiac Society)	2023	36759177	PMC10359547	10.1136/heartjnl-2022-322076
Predicting novel substrates for enzymes with minimal experimental effort with active learning.	Pertusi DA, Moura ME, Jeffryes JG, Prabhu S, Walters Biggs B, Tyo KEJ.	Metabolic engineering	2017	29030274	PMC7055960	10.1016/j.ymben.2017.09.016
Roles of Anxiety and Depression in Predicting Cardiovascular Disease Among Patients With Type 2 Diabetes Mellitus: A Machine Learning Approach.	Chu H, Chen L, Yang X, Qiu X, Qiao Z, Song X, Zhao E, Zhou J, Zhang W, Mehmood A, Pan H, Yang Y.	Frontiers in psychology	2021	33995200	PMC8113686	10.3389/fpsyg.2021.645418
Resting-state functional connectivity identifies individuals and predicts age in 8-to-26-month-olds.	Kardan O, Kaplan S, Wheelock MD, Feczko E, Day TKM, Miranda-Domínguez Ó, Meyer D, Eggebrecht AT, Moore LA, Sung S, Chamberlain TA, Earl E, Snider K, Graham A, Berman MG, Uğurbil K, Yacoub E, Elison JT, Smyser CD, Fair DA, Rosenberg MD.	Developmental cognitive neuroscience	2022	35751994	PMC9234342	10.1016/j.dcn.2022.101123
A novel interpretative tool for early prediction of low cardiac output syndrome after valve surgery: online machine learning models.	Hong L, Feng T, Qiu R, Lin S, Xue Y, Huang K, Chen C, Wang J, Xie R, Song S, Zhang C, Zou J.	Annals of medicine	2023	38128272	PMC10763875	10.1080/07853890.2023.2293244
Application of convolutional neural networks to breast biopsies to delineate tissue correlates of mammographic breast density.	Mullooly M, Ehteshami Bejnordi B, Pfeiffer RM, Fan S, Palakal M, Hada M, Vacek PM, Weaver DL, Shepherd JA, Fan B, Mahmoudzadeh AP, Wang J, Malkov S, Johnson JM, Herschorn SD, Sprague BL, Hewitt S, Brinton LA, Karssemeijer N, van der Laak J, Beck A, Sherman ME, Gierach GL.	NPJ breast cancer	2019	31754628	PMC6864056	10.1038/s41523-019-0134-6
A sampling-based method for ranking protein structural models by integrating multiple scores and features.	Shi X, Zhang J, He Z, Shang Y, Xu D.	Current protein & peptide science	2011	21787308	PMC4368063	10.2174/138920311796957658
