title	authors	journal	year	pmid	pmcid	doi
A system view and analysis of essential hypertension.	Botzer A, Grossman E, Moult J, Unger R.	Journal of hypertension	2018	29369145	PMC6927246	10.1097/hjh.0000000000001680
Gene targeting as a therapeutic avenue in diseases mediated by the complement alternative pathway.	Dreismann AK, Hallam TM, Tam LC, Nguyen CV, Hughes JP, Ellis S, Harris CL.	Immunological reviews	2023	36369963	PMC10099504	10.1111/imr.13149
High-throughput Density Functional Perturbation Theory and Machine Learning Predictions of Infrared, Piezoelectric and Dielectric Responses.	Choudhary K, Garrity KF, Sharma V, Biacchi AJ, Walker ARH, Tavazza F.	npj computational materials	2020	39563780	PMC11574872	10.1038/s41524-020-0337-2
Use of apps for physical activity in type 1 diabetes: current status and requirements for future development.	Kordonouri O, Riddell MC.	Therapeutic advances in endocrinology and metabolism	2019	31037216	PMC6475849	10.1177/2042018819839298
An analytical approach to evaluate the performance of graphene and carbon nanotubes for NH3 gas sensor applications.	Akbari E, Arora VK, Enzevaee A, Ahmadi MT, Saeidmanesh M, Khaledian M, Karimi H, Yusof R.	Beilstein journal of nanotechnology	2014	24991510	PMC4077376	10.3762/bjnano.5.85
Coordination of Neuron Production in Mouse and Human Cerebral Cortex by the Homolog of Drosophila Mastermind Protein.	Ayoub AE, Dominguez MH, Benoit J, Ortega JA, Radonjic N, Zecevic N, Rakic P.	Brain, behavior and evolution	2019	31416089	PMC7011861	10.1159/000500494
The promises and perils of remote proctoring using artificial intelligence.	Lee AS, Babenko O, George M, Daniels V.	Canadian medical education journal	2023	37304635	PMC10254105	10.36834/cmej.74229
Steered Response Power for Sound Source Localization: a tutorial review.	Grinstein E, Tengan E, Çakmak B, Dietzen T, Nunes L, van Waterschoot T, Brookes M, Naylor PA.	EURASIP journal on audio, speech, and music processing	2024	39544395	PMC11557718	10.1186/s13636-024-00377-z
omniClassifier: a Desktop Grid Computing System for Big Data Prediction Modeling.	Phan JH, Kothari S, Wang MD.	ACM-BCB ... ... : the ... ACM Conference on Bioinformatics, Computational Biology and Biomedicine. ACM Conference on Bioinformatics, Computational Biology and Biomedicine	2014	27532062	PMC4983434	10.1145/2649387.2649439
Tutorial: Applying Machine Learning in Behavioral Research.	Turgeon S, Lanovaz MJ.	Perspectives on behavior science	2020	33381685	PMC7724016	10.1007/s40614-020-00270-y
Executive function in very preterm children at early school age.	Aarnoudse-Moens CS, Smidts DP, Oosterlaan J, Duivenvoorden HJ, Weisglas-Kuperus N.	Journal of abnormal child psychology	2009	19488851	PMC2734253	10.1007/s10802-009-9327-z
Training for tomorrow: Establishing a worldwide curriculum in online adaptive radiation therapy.	Shepherd M, Joyce E, Williams B, Graham S, Li W, Booth J, McNair HA.	Technical innovations & patient support in radiation oncology	2025	40027119	PMC11868997	10.1016/j.tipsro.2025.100304
Artificial intelligence for multimodal data integration in oncology.	Lipkova J, Chen RJ, Chen B, Lu MY, Barbieri M, Shao D, Vaidya AJ, Chen C, Zhuang L, Williamson DFK, Shaban M, Chen TY, Mahmood F.	Cancer cell	2022	36220072	PMC10655164	10.1016/j.ccell.2022.09.012
Comparison of Automated Breast Ultrasound and Hand-Held Breast Ultrasound in the Screening of Dense Breasts.	Philadelpho F, Calas MJG, Carneiro GAC, Silveira IC, Vaz ABR, Nogueira AMC, Bergmann A, Lopes FPPL.	Revista brasileira de ginecologia e obstetricia : revista da Federacao Brasileira das Sociedades de Ginecologia e Obstetricia	2021	33860502	PMC10183872	10.1055/s-0040-1722156
Implementation of prehospital point-of-care ultrasound using a novel continuous feedback approach in a UK helicopter emergency medical service.	Naeem S, Aziz S, Hirst T, Strobel J, Mulvey JM, Lang A, Patel J, Smith A, Cheng KJ, Palmer M, Schlautmann J, Christian MD, Nevin D.	Scandinavian journal of trauma, resuscitation and emergency medicine	2025	39905531	PMC11796228	10.1186/s13049-025-01340-3
The National Health Service urgent cancer referral pathway for suspected urological cancers: early economic evaluation of a risk prediction test.	Cocco P, Smith AF, Neal RD, Shinkins B.	International journal of technology assessment in health care	2024	38213290	PMC10859831	10.1017/s0266462324000023
Perception of functions of health aides by aides themselves and by others.	Heath AM, Pelz DR.	Public health reports (Washington, D.C. : 1896)	1970	4989470	PMC2031763	10.2307/4593962
Effectiveness of non-pharmaceutical interventions related to social distancing on respiratory viral infectious disease outcomes: A rapid evidence-based review and meta-analysis.	Rizvi RF, Craig KJT, Hekmat R, Reyes F, South B, Rosario B, Kassler WJ, Jackson GP.	SAGE open medicine	2021	34164126	PMC8188982	10.1177/20503121211022973
Node-Aligned Graph-to-Graph: Elevating Template-free Deep Learning Approaches in Single-Step Retrosynthesis.	Yao L, Guo W, Wang Z, Xiang S, Liu W, Ke G.	JACS Au	2024	38559728	PMC10976575	10.1021/jacsau.3c00737
Obstructive Sleep Apnea - Influence on the Cardiovascular System and Cognition.	Schneider G.	Laryngo- rhino- otologie	2023	37130534	PMC10184569	10.1055/a-1963-9957
Low expression of the CCL5 gene and low serum concentrations of CCL5 in severe invasive group a streptococcal disease.	Kailankangas V, Katayama S, Gröndahl-Yli-Hannuksela K, Vilhonen J, Tervaniemi MH, Rantakokko-Jalava K, Seiskari T, Lönnqvist E, Kere J, Oksi J, Syrjänen J, Vuopio J.	Infection	2025	38865072	PMC11825563	10.1007/s15010-024-02318-6
Using shRNA experiments to validate gene regulatory networks.	Olsen C, Fleming K, Prendergast N, Rubio R, Emmert-Streib F, Bontempi G, Quackenbush J, Haibe-Kains B.	Genomics data	2015	26484195	PMC4535466	10.1016/j.gdata.2015.03.011
Informal caregivers experience of supplemental oxygen in pulmonary fibrosis.	Graney BA, Wamboldt FS, Baird S, Churney T, Fier K, Korn M, McCormick M, Vierzba T, Swigris JJ.	Health and quality of life outcomes	2017	28668090	PMC5494136	10.1186/s12955-017-0710-0
Preparing for Nontraditional Biothreats.	Colf LA.	Health security	2016	26863312	PMC10908319	10.1089/hs.2015.0045
Model fidelity of group antenatal and postnatal care: a process analysis of the first implementation of this innovative service model by the Preterm Birth Initiative-Rwanda.	Butrick E, Lundeen T, Phillips BS, Tengera O, Kambogo A, Uwera YDN, Musabyimana A, Sayinzoga F, Nzeyimana D, Murindahabi N, Musange S, Walker D.	Gates open research	2020	32363328	PMC7177154	10.12688/gatesopenres.13090.1
Is medicine losing its way? A firm foundation for medicine as a real <i>therapeia</i>.	Eijk WJC.	The Linacre quarterly	2017	28912613	PMC5592302	10.1080/00243639.2017.1301112
Prediction of major depressive disorder onset in college students.	Ebert DD, Buntrock C, Mortier P, Auerbach R, Weisel KK, Kessler RC, Cuijpers P, Green JG, Kiekens G, Nock MK, Demyttenaere K, Bruffaerts R.	Depression and anxiety	2019	30521136	PMC6519292	10.1002/da.22867
Cross-Cultural Counselling Supervision in Ukraine.	Baraka MK, Zaporozhets O, Sells JN, Goodyear RK.	International journal for the advancement of counseling	2021	33879933	PMC8049748	10.1007/s10447-021-09434-0
Research progress of circular RNA FOXO3 in diseases (review).	Zhao M, Lin M, Zhang Z, Ye L.	Global medical genetics	2025	39925449	PMC11800306	10.1016/j.gmg.2024.100003
Precision Medicine in Hematology 2021: Definitions, Tools, Perspectives, and Open Questions.	Valent P, Orfao A, Kubicek S, Staber P, Haferlach T, Deininger M, Kollmann K, Lion T, Virgolini I, Winter G, Hantschel O, Kenner L, Zuber J, Grebien F, Moriggl R, Hoermann G, Hermine O, Andreeff M, Bock C, Mughal T, Constantinescu SN, Kralovics R, Sexl V, Skoda R, Superti-Furga G, Jäger U.	HemaSphere	2021	33623882	PMC7892291	10.1097/hs9.0000000000000536
The Need for Systems Approaches for Precision Communications in Public Health.	Lee BY, Greene D, Scannell SA, McLaughlin C, Martinez MF, Heneghan JL, Chin KL, Zheng X, Li R, Lindenfeld L, Bartsch SM.	Journal of health communication	2023	37390012	PMC10373800	10.1080/10810730.2023.2220668
US omnibus spending bill supports materials research.	Dozier D.	MRS bulletin	2021	33840886	PMC8021213	10.1557/s43577-021-00081-9
The drive for legitimation of massage therapy in new zealand.	Smith DM, Smith JM, Baxter GD, Spronken-Smith R.	International journal of therapeutic massage & bodywork	2012	23429758	PMC3528188	10.3822/ijtmb.v5i4.196
Integrative Oncology's 30-Year Anniversary: What Have We Achieved? A North American Naturopathic Oncology Perspective.	Standish LJ, Malani SM, Lynch K, Whinkin EJ, McCotter CM, Lynch DA, Aggarwal SK.	Integrative cancer therapies	2023	37294048	PMC10262660	10.1177/15347354231178911
Circular Economy Research in the COVID-19 Era: a Review and the Road Ahead.	Rejeb A, Rejeb K, Appolloni A, Treiblmaier H, Iranmanesh M.	Circular economy and sustainability	2023	37360377	PMC10042431	10.1007/s43615-023-00265-2
Slip-Based Autonomous ZUPT through Gaussian Process to Improve Planetary Rover Localization.	Kilic C, Ohi N, Gu Y, Gross JN.	IEEE robotics and automation letters	2021	33969183	PMC8097748	10.1109/lra.2021.3068893
Flight for fish in drug discovery: a review of zebrafish-based screening of molecules.	Dash SN, Patnaik L.	Biology letters	2023	37528729	PMC10394424	10.1098/rsbl.2022.0541
A Review of Supervised Classification based on Contrast Patterns: Applications, Trends, and Challenges.	Loyola-González O, Medina-Pérez MA, Choo KR.	Journal of grid computing	2020	33041735	PMC7532948	10.1007/s10723-020-09526-y
Research Infrastructure for Collaborative Team Science: Challenges in Technology-Supported Workflows in and Across Laboratories, Institutions, and Geographies.	Mirel B, Luo A, Harris M.	Seminars in nephrology	2015	26215866	PMC4518205	10.1016/j.semnephrol.2015.04.009
Improved Neural Inductivity of Size-Controlled 3D Human Embryonic Stem Cells Using Magnetic Nanoparticles.	Son B, Park S, Cho S, Kim JA, Baek SH, Yoo KH, Han D, Joo J, Park HH, Park TH.	Biomaterials research	2024	38500782	PMC10944702	10.34133/bmr.0011
Statistical learning for speech segmentation: Age-related changes and underlying mechanisms.	Palmer SD, Hutson J, Mattys SL.	Psychology and aging	2018	30247045	PMC6233520	10.1037/pag0000292
An integrated database of experimentally validated major histocompatibility complex epitopes for antigen-specific cancer therapy.	Kawakita S, Shen A, Chao CC, Wang Z, Cheng S, Li B, Jiang C.	Antibody therapeutics	2024	38933532	PMC11200702	10.1093/abt/tbae011
The impact of COVID-19 pandemic on ophthalmology services: are we ready for the aftermath?	Ting DSJ, Deshmukh R, Said DG, Dua HS.	Therapeutic advances in ophthalmology	2020	33283153	PMC7685677	10.1177/2515841420964099
Abnormal cortical surface-based spontaneous and functional connectivity in the whole brain in lifelong premature ejaculation patients.	Xing SY, Lu JM, Jiang YH, Wang T, Du GJ, Yang BB, Gao QQ, Wang B, Wu N, Xu CL, Song T, Dai YT.	Asian journal of andrology	2023	37800899	PMC10715610	10.4103/aja202349
Rationale-Augmented Convolutional Neural Networks for Text Classification.	Zhang Y, Marshall I, Wallace BC.	Proceedings of the Conference on Empirical Methods in Natural Language Processing. Conference on Empirical Methods in Natural Language Processing	2016	28191551	PMC5300751	10.18653/v1/d16-1076
Evaluating Material Design Principles for Calcium-Ion Mobility in Intercalation Cathodes.	Kim J, Sari D, Chen Q, Ceder G, Persson KA.	Chemistry of materials : a publication of the American Chemical Society	2025	39830216	PMC11736685	10.1021/acs.chemmater.4c02927
Evaluation of Machine Learning Methods Developed for Prediction of Diabetes Complications: A Systematic Review.	Tan KR, Seng JJB, Kwan YH, Chen YJ, Zainudin SB, Loh DHF, Liu N, Low LL.	Journal of diabetes science and technology	2023	34727783	PMC10012374	10.1177/19322968211056917
Survey of Image Processing Techniques for Brain Pathology Diagnosis: Challenges and Opportunities.	Cenek M, Hu M, York G, Dahl S.	Frontiers in robotics and AI	2018	33500999	PMC7805910	10.3389/frobt.2018.00120
The development of optimistic expectations in young children.	Hennefield L, Markson L.	Cognitive development	2022	39131667	PMC11315462	10.1016/j.cogdev.2022.101201
Ergonomics/Human factors needs of an ageing workforce in the manufacturing sector.	W Stedmon A, Howells H, R Wilson J, Dianat I.	Health promotion perspectives	2012	24688925	PMC3963628	10.5681/hpp.2012.014
Prediction and identification of T cell epitopes of COVID-19 with balanced cytokine response for the development of peptide based vaccines.	Medha, Bhatt P, Priyanka, Sharma M, Sharma S.	In silico pharmacology	2021	34221846	PMC8237047	10.1007/s40203-021-00098-7
The RNA interactome in the Hallmarks of Cancer.	Gabryelska MM, Conn SJ.	Wiley interdisciplinary reviews. RNA	2023	37042179	PMC10909452	10.1002/wrna.1786
The Influence of COVID-19 in Endocrine Research: Critical Overview, Methodological Implications and a Guideline for Future Designs.	Rastmanesh R, Krishnia L, Kashyap MK.	Clinical medicine insights. Endocrinology and diabetes	2023	37529301	PMC10387761	10.1177/11795514231189073
ChatGPT in Drug Discovery Process.	Ravi Kiran AVVV, Kusuma Kumari G, Krishnamurthy PT.	Advanced pharmaceutical bulletin	2024	38585456	PMC10997922	10.34172/apb.2024.007
Toward real-world deployment of machine learning for health care: External validation, continual monitoring, and randomized clinical trials.	Yuan H.	Health care science	2024	39479276	PMC11520244	10.1002/hcs2.114
Repair of Tympanic Membrane Perforations with Customized Bioprinted Ear Grafts Using Chinchilla Models.	Kuo CY, Wilson E, Fuson A, Gandhi N, Monfaredi R, Jenkins A, Romero M, Santoro M, Fisher JP, Cleary K, Reilly B.	Tissue engineering. Part A	2018	28726587	PMC5833256	10.1089/ten.tea.2017.0246
Temporal patterns of cancer burden in Asia, 1990-2019: a systematic examination for the Global Burden of Disease 2019 study.	GBD 2019 Asia and All Cancers Collaborators.	The Lancet regional health. Southeast Asia	2024	38361599	PMC10866992	10.1016/j.lansea.2023.100333
Cytomics - importance of multimodal analysis of cell function and proliferation in oncology.	Tárnok A, Bocsi J, Brockhoff G.	Cell proliferation	2006	17109634	PMC6496464	10.1111/j.1365-2184.2006.00407.x
Artificial intelligence for reducing the radiation burden of medical imaging for the diagnosis of coronavirus disease.	Hu J, Mougiakakou S, Xue S, Afshar-Oromieh A, Hautz W, Christe A, Sznitman R, Rominger A, Ebner L, Shi K.	European physical journal plus	2023	37192839	PMC10165296	10.1140/epjp/s13360-023-03745-4
Southern Europe is becoming climatically favourable for African birds: anticipating the establishment of a new species.	López-Ramírez S, Chamorro D, Real R, Muñoz AR.	Frontiers in zoology	2023	37198643	PMC10190028	10.1186/s12983-023-00496-x
Rigid Registration of Echoplanar and Conventional Magnetic Resonance Images by Minimizing the Kullback-Leibler Distance.	Soman S, Chung AC, Grimson WE, Wells WM.	Biomedical image registration : second international workshop, WBIR 2003, Philadelphia, PA, USA, June 23-24, 2003 : revised papers. International Workshop on Biomedical Image Registration (2nd : 2003 : Philadelphia, Pa.)	2003	25745642	PMC4347537	10.1007/978-3-540-39701-4_19
Super-Learning of an Optimal Dynamic Treatment Rule.	Luedtke AR, van der Laan MJ.	The international journal of biostatistics	2016	27227726	PMC6056197	10.1515/ijb-2015-0052
The levonorgestrel-releasing intrauterine system is associated with delayed endocervical clearance of Chlamydia trachomatis without alterations in vaginal microbiota.	Liechty ER, Bergin IL, Bassis CM, Chai D, LeBar W, Young VB, Bell JD.	Pathogens and disease	2015	26371177	PMC4626584	10.1093/femspd/ftv070
Swallowing disorders in cerebral palsy: a systematic review of oropharyngeal Dysphagia, nutritional impact, and health risks.	Calderone A, Militi D, Cardile D, Corallo F, Calabrò RS, Militi A.	Italian journal of pediatrics	2025	39985076	PMC11846443	10.1186/s13052-025-01903-1
Evaluation of a fully automated bioinformatics tool to predict antibiotic resistance from MRSA genomes.	Kumar N, Raven KE, Blane B, Leek D, Brown NM, Bragin E, Rhodes PA, Parkhill J, Peacock SJ.	The Journal of antimicrobial chemotherapy	2020	32025709	PMC7177496	10.1093/jac/dkz570
Advances in the study of drug metabolism - symposium report of the 12th Meeting of the International Society for the Study of Xenobiotics (ISSX).	Russell LE, Schleiff MA, Gonzalez E, Bart AG, Broccatelli F, Hartman JH, Hartman JH, Humphreys WG, Lauschke VM, Martin I, Nwabufo C, Prasad B, Scott EE, Segall M, Takahashi R, Taub ME, Sodhi JK.	Drug metabolism reviews	2020	32456484	PMC7466845	10.1080/03602532.2020.1765793
Integrated Artificial Intelligence Approaches for Disease Diagnostics.	Vashistha R, Chhabra D, Shukla P.	Indian journal of microbiology	2018	29651188	PMC5891472	10.1007/s12088-018-0708-2
From Voxel to Gene: A Scoping Review on MRI Radiogenomics' Artificial Intelligence Predictions in Adult Gliomas and Glioblastomas-The Promise of Virtual Biopsy?	Le Guillou Horn XM, Lecellier F, Giraud C, Naudin M, Fayolle P, Thomarat C, Fernandez-Maloigne C, Guillevin R.	Biomedicines	2024	39335670	PMC11429468	10.3390/biomedicines12092156
Recovering Predictor-Criterion Relations Using Covariate-Informed Factor Score Estimates.	Curran PJ, Cole VT, Bauer DJ, Rothenberg WA, Hussong AM.	Structural equation modeling : a multidisciplinary journal	2018	31223223	PMC6586237	10.1080/10705511.2018.1473773
Design and implementation of an academic enrichment program to improve performance on the internal medicine in-training exam.	Dokmak A, Radwan A, Halpin M, Jaber BL, Nader C.	Medical education online	2020	31707925	PMC6853221	10.1080/10872981.2019.1686950
Collating the voice of people with autoimmune diseases: Methodology for the Third Phase of the COVAD Studies.	Kadam E, Javaid M, Sen P, Saha S, Ziade N, Day J, Wincup C, Andreoli L, Parodis I, Tan AL, Shinjo SK, Dey D, Cavagna L, Chatterjee T, Knitza J, Wang G, Dalbeth N, Velikova T, Battista S, Cheng K, Boyd P, Kobert L, Gracia-Ramos AE, Mittal S, Makol A, Gutiérrez CET, Uribe CVC, Kuwana M, Burmester GR, Guillemin F, Nikiphorou E, Chinoy H, Aggarwal V, Gupta L, COVAD Study Group.	Rheumatology international	2024	38609655	PMC11178609	10.1007/s00296-024-05562-z
Climate change and broiler production.	Oke OE, Akosile OA, Uyanga VA, Oke FO, Oni AI, Tona K, Onagbesan OM.	Veterinary medicine and science	2024	38504607	PMC10951626	10.1002/vms3.1416
Comparing expedient and proactive approaches to the planning of protected area networks on Borneo.	Macdonald EA, Cushman SA, Malhi Y, Macdonald DW.	npj biodiversity	2024	39242862	PMC11339377	10.1038/s44185-024-00052-8
Inference in complex systems	Balding D	Interface Focus	2011		PMC3262289	10.1098/rsfs.2011.0074
YouTube resources for synthetic biology education.	Dy AJ, Aurand ER, Friedman DC.	Synthetic biology (Oxford, England)	2019	32995544	PMC7445784	10.1093/synbio/ysz022
Sociopolitical solidarity in STEM education: youth-centered relationships that resist learning as just achievement data.	Hennessy Elliott C, Alcantara K, Brito Y, Dua P.	Cultural studies of science education	2023	36974162	PMC10017066	10.1007/s11422-023-10161-8
Development and Validation of the Emotion Laden Sentences Toolbox for Emotion Recognition (ELSTER).	Verma R, Kalsi N, Shrivastava NP, Sheerha A, Dhyani I, Narnoli S.	Indian journal of psychological medicine	2024	38699757	PMC11062309	10.1177/02537176231219980
Predicting Waist Circumference From a Single Computed Tomography Image Using a Mobile App (Measure It): Development and Evaluation Study.	Masmoudi A, Zouari A, Bouzid A, Fourati K, Baklouti S, Ben Amar M, Boujelben S.	JMIRx med	2023	38234160	PMC10958995	10.2196/38852
Chronic pain experiences of immigrant Indian women in Canada: A photovoice exploration.	Mustafa N, Ramana S, MacNeill M, Watt-Watson J, Einstein G.	Canadian journal of pain = Revue canadienne de la douleur	2024	39381721	PMC11459737	10.1080/24740527.2024.2390355
A de novo 1p34.2 microdeletion identifies the synaptic vesicle gene RIMS3 as a novel candidate for autism.	Kumar RA, Sudi J, Babatz TD, Brune CW, Oswald D, Yen M, Nowak NJ, Cook EH, Christian SL, Dobyns WB.	Journal of medical genetics	2010	19546099	PMC2921284	10.1136/jmg.2008.065821
Community Building in Crisis: Interventions With Displaced Communities in Temporary Housing Shelters.	Posklinsky I, Nouman H.	Journal of community psychology	2025	39711305	PMC11664464	10.1002/jcop.23170
Robustness and reproducibility of simple and complex synthetic logic circuit designs using a DBTL loop.	Cummins B, Vrana J, Moseley RC, Eramian H, Deckard A, Fontanarrosa P, Bryce D, Weston M, Zheng G, Nowak J, Motta FC, Eslami M, Johnson KL, Goldman RP, Myers CJ, Johnson T, Vaughn MW, Gaffney N, Urrutia J, Gopaulakrishnan S, Biggers V, Higa TR, Mosqueda LA, Gameiro M, Gedeon T, Mischaikow K, Beal J, Bartley B, Mitchell T, Nguyen TT, Roehner N, Haase SB.	Synthetic biology (Oxford, England)	2023	37073283	PMC10105856	10.1093/synbio/ysad005
Causal inference and machine learning in endocrine epidemiology.	Inoue K.	Endocrine journal	2024	38972718	PMC11778366	10.1507/endocrj.ej24-0193
Beyond A1C-Standardization of Continuous Glucose Monitoring Reporting: Why It Is Needed and How It Continues to Evolve.	Beck RW, Bergenstal RM.	Diabetes spectrum : a publication of the American Diabetes Association	2021	34149250	PMC8178725	10.2337/ds20-0090
The Feedback Loop Between the Demand for Voluntary Private Insurance and the Burden of Healthcare System: An Explanatory System Dynamics Model of Hong Kong.	Zou Y, Chen J.	International journal of health policy and management	2022	35942966	PMC10105189	10.34172/ijhpm.2022.6738
Creative Commons 4.0 Exploring the complex interplay between anxiety, aging, and behavior in CB6F1 and C57BL/6 mice: implications for cognitive function.	Li K, Liao GY, Keely A, Yu S, Pettan-Brewer C, Ladiges W.	Aging pathobiology and therapeutics	2024	39574466	PMC11581143	10.31491/apt.2024.03.133
Advanced Magnetic Resonance Imaging and Molecular Imaging of the Painful Knee.	Mostert JM, Dur NBJ, Li X, Ellermann JM, Hemke R, Hales L, Mazzoli V, Kogan F, Griffith JF, Oei EHG, van der Heijden RA.	Seminars in musculoskeletal radiology	2023	37935208	PMC10629992	10.1055/s-0043-1775741
Regional differences in residential demand for very high bandwidth broadband internet in 2025.	Strube Martins S, Wernick C.	Telecommunications policy	2021	33071437	PMC7547321	10.1016/j.telpol.2020.102043
Imaging modalities for measuring body composition in patients with cancer: opportunities and challenges.	Shah UA, Ballinger TJ, Bhandari R, Dieli-Cornwright CM, Guertin KA, Hibler EA, Kalam F, Lohmann AE, Ippolito JE.	Journal of the National Cancer Institute. Monographs	2023	37139984	PMC10157788	10.1093/jncimonographs/lgad001
Lateral Epicondylitis Treated with Platelet-Rich Plasma Injection and Corticosteroid Injection.	Krishnan MS, Ashwin VY, Pandian H, Kumar KVA, Sheik M, Dondapati A.	Journal of orthopaedic case reports	2024	39253646	PMC11381049	10.13107/jocr.2024.v14.i09.4780
New technologies in operations and supply chains: Implications for sustainability.	Liu Y, Zhu Q, Seuring S.	International journal of production economics	2020	32834507	PMC7413863	10.1016/j.ijpe.2020.107889
Methods to reduce the incidence of false negative trial results in substance use treatment research.	Tomko RL, McClure EA, Squeglia LM, Treloar Padovano H, McRae-Clark AL, Baker NL, Carpenter MJ, Gray KM.	Current opinion in psychology	2019	30798020	PMC6661207	10.1016/j.copsyc.2019.01.009
Challenges to Students' Learning and Wellbeing During Placement Abroad: A Qualitative Study Using Rich Pictures.	Wijbenga MH, van der Goot WE, Ramaekers SPJ, Teunissen PW, Duvivier RJ, Driessen EW.	Perspectives on medical education	2024	39735826	PMC11673733	10.5334/pme.1618
It was all planned … now what? Claiming agency in later life in reforming China.	Liang J, Luo B.	Ageing and society	2017	29081559	PMC5647664	10.1017/s0144686x16000830
Genome-wide Prediction of Chromatin Accessibility Based on Gene Expression.	Zhou W, Hongkai J.	Wiley interdisciplinary reviews. Computational statistics	2021	39391743	PMC11466374	10.1002/wics.1544
Incorporation of artificial intelligence into nursing research: A scoping review.	Yasin YM, Al-Hamad A, Metersky K, Kehyayan V.	International nursing review	2025	38967044	PMC11741909	10.1111/inr.13013
Lowering the boom on lower-risk myelodysplastic syndromes.	Sekeres MA, Patel BJ.	Hematology. American Society of Hematology. Education Program	2019	31808873	PMC6913460	10.1182/hematology.2019000040
Remote Control of Cardiac Implantable Electronic Devices: Exploring the New Frontier-First Clinical Application of Real-time Remote-control Management of Cardiac Devices Before and After Magnetic Resonance Imaging.	Kloosterman EM, Rosenbaum M, La Starza B, Wilcox J, Rosman J.	The Journal of innovations in cardiac rhythm management	2019	32494403	PMC7252860	10.19102/icrm.2019.100102
Reflections on 30 years of Cognition & Emotion.	Levenson RW.	Cognition & emotion	2019	30477392	PMC6399039	10.1080/02699931.2018.1549023
Implementation of algorithms in pattern & impression evidence: A responsible and practical roadmap.	Swofford H, Champod C.	Forensic science international. Synergy	2021	33718855	PMC7933265	10.1016/j.fsisyn.2021.100142
Risk Prediction Models for Hospital Mortality in General Medical Patients: A Systematic Review.	Hydoub YM, Walker AP, Kirchoff RW, Alzu'bi HM, Chipi PY, Gerberi DJ, Burton MC, Murad MH, Dugani SB.	American journal of medicine open	2023	38090393	PMC10715621	10.1016/j.ajmo.2023.100044
Childhood determinants of adult psychiatric disorder.	Fryers T, Brugha T.	Clinical practice and epidemiology in mental health : CP & EMH	2013	23539489	PMC3606947	10.2174/1745017901309010001
Improving Prognostic Accuracy in Subjects at Clinical High Risk for Psychosis: Systematic Review of Predictive Models and Meta-analytical Sequential Testing Simulation.	Schmidt A, Cappucciati M, Radua J, Rutigliano G, Rocchetti M, Dell'Osso L, Politi P, Borgwardt S, Reilly T, Valmaggia L, McGuire P, Fusar-Poli P.	Schizophrenia bulletin	2017	27535081	PMC5605272	10.1093/schbul/sbw098
Challenges in Identifying the Dark Molecules of Life.	Monge ME, Dodds JN, Baker ES, Edison AS, Fernández FM.	Annual review of analytical chemistry (Palo Alto, Calif.)	2019	30883183	PMC6716371	10.1146/annurev-anchem-061318-114959
Update on the proposed minimal standards for the use of genome data for the taxonomy of prokaryotes.	Riesco R, Trujillo ME.	International journal of systematic and evolutionary microbiology	2024	38512750	PMC10963913	10.1099/ijsem.0.006300
From theory to practice: a novel meditation program at a global corporation.	Weisbrod AV, Bohman LC, Ramdial KJ.	Current psychology (New Brunswick, N.J.)	2023	37359588	PMC10113717	10.1007/s12144-023-04516-1
Structural biology inside multicellular specimens using electron cryotomography.	Caspy I, Wang Z, Bharat TAM.	Quarterly reviews of biophysics	2025	39801355	PMC7617309	10.1017/s0033583525000010
Phylogenetic and spatial distribution of evolutionary diversification, isolation, and threat in turtles and crocodilians (non-avian archosauromorphs).	Colston TJ, Kulkarni P, Jetz W, Pyron RA.	BMC evolutionary biology	2020	32650718	PMC7350713	10.1186/s12862-020-01642-3
How can Multi-Professional Education Support Better Stewardship?	Pereira NR, Castro-Sanchez E, Nathwani D.	Infectious disease reports	2017	28458801	PMC5391539	10.4081/idr.2017.6917
Covid-19's impact on supply chain decisions: Strategic insights from NASDAQ 100 firms using Twitter data.	Sharma A, Adhikary A, Borah SB.	Journal of business research	2020	32834209	PMC7290192	10.1016/j.jbusres.2020.05.035
Drug repurposing for COVID-19: Approaches, challenges and promising candidates.	Ng YL, Salim CK, Chu JJH.	Pharmacology & therapeutics	2021	34174275	PMC8220862	10.1016/j.pharmthera.2021.107930
Artificial intelligence in medicine: it is neither new, nor frightening.	Paulson RJ.	F&S reports	2023	37719090	PMC10504549	10.1016/j.xfre.2023.08.004
Revolutionizing Diabetic Retinopathy Screening: Integrating AI-Based Retinal Imaging in Primary Care.	Kummerle D, Beals D, Simon L, Rogers F, Pogroszewski S.	Journal of CME	2025	39776444	PMC11703125	10.1080/28338073.2024.2437294
Vision function in children 10 years after grade 3 or 4 intraventricular haemorrhage with ventricular dilation: A masked prospective study.	Williams C, Warnes P, Jary S, Young G, Blair PS, Benton CP, Miller H, Whitelaw A, Pople I, Luyt K, DRIFT10 study group.	Developmental medicine and child neurology	2023	35735110	PMC10084054	10.1111/dmcn.15294
Bio-inspired ionic skins for smart medicine.	Lei Z, Xu W, Zhang G.	Smart medicine	2023	39188555	PMC11235715	10.1002/smmd.20220026
The Light-Dosimeter: A new device to help advance research on the non-visual responses to light.	Stampfli JR, Schrader B, di Battista C, Häfliger R, Schälli O, Wichmann G, Zumbühl C, Blattner P, Cajochen C, Lazar R, Spitschan M.	Lighting research & technology (London, England : 2001)	2023	37469656	PMC10353031	10.1177/14771535221147140
